"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Saudi Arabia","Export","Fish","1705","","1633","","1718","","2781","","4837","","7754","","8188","","8640","","10281","F","12638","F","13863","","19505","","16561","","19056","","24152","","20687",""
"Saudi Arabia","Import","Crustaceans","3897","","4642","","6964","","2821","","3227","","3845","","5430","","5723","","3813","F","3759","F","7965","","9760","","13864","","12602","","14061","","13466",""
"Saudi Arabia","Import","Fish","66611","","79387","","77490","","83949","","112109","","125311","","138360","","138658","","102889","","108671","","181828","","187781","","211546","","209848","","216349","","212109",""
"Singapore","Export","Crustaceans","10522","","9473","","7581","","5576","","11086","","6765","","5783","","3704","","3477","","3981","","3636","","3485","","4032","","4570","","3822","","3973",""
"Singapore","Export","Fish","84415","","70952","","56077","","57964","","60796","","69396","","68849","","60540","","53890","","45794","","50120","","41268","","38925","","32139","","24083","","30522",""
"Singapore","Import","Crustaceans","20311","","18453","","19661","","27644","","34329","","32292","","32412","","32333","","32217","","33389","","33344","","33685","","33655","","35951","","39675","","34208",""
"Singapore","Import","Fish","127029","","119562","","122503","","150568","","156938","","168130","","170125","","163477","","157420","","153234","","152268","","152803","","148246","","137345","","135621","","139075",""
"Sri Lanka","Export","Crustaceans","5705","","4861","","4963","","6566","","4377","","3876","","3537","","3363","","2386","","3614","","3293","","3722","","2757","","3835","","4225","","3285",""
"Sri Lanka","Export","Fish","13202","","10052","","8589","","8653","","9325","","12189","","17111","","17320","","16802","","15146","","14430","","13967","","14257","","18157","","19865","","12915",""
"Sri Lanka","Import","Crustaceans","586","","524","","385","","321","","1238","","464","","430","","177","","639","","345","","394","","537","","618","","622","","991","","941",""
"Sri Lanka","Import","Fish","79886","","76079","","74139","","74863","","65991","","76026","","77115","","86321","","75499","","74280","","81528","","82496","","70158","","77083","","77145","","117756",""
"Syrian Arab Republic","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","-","0","-","9","","0","-","4","F","5","F","4","F","2","F","0","-"
"Syrian Arab Republic","Export","Fish","27","F","2","F","69","F","0","-","1","F","73","","92","","216","F","32","","118","","71","","81","F","29","F","21","F","10","F","41","F"
"Syrian Arab Republic","Import","Crustaceans","3","F","1","F","0","-","10","","0","-","30","","26","","52","","164","","94","","163","","120","F","82","F","68","F","33","F","15","F"
"Syrian Arab Republic","Import","Fish","7850","","6236","","12115","","12813","","14732","","13129","","21810","","23476","","20970","","31441","","28780","","31137","F","21999","F","22215","F","23630","F","13904","F"
"Taiwan Province of China","Export","Crustaceans","2626","","2382","","6629","","4349","","2413","","2062","","1613","","1261","","1455","","1336","","1485","","1812","","1376","","1685","","2710","","2639",""
"Taiwan Province of China","Export","Fish","599330","","618046","","682606","","658306","","635379","","657175","","596999","","661244","","559637","","634118","","642328","","630685","","663220","","676758","","649656","","628021",""
"Taiwan Province of China","Import","Crustaceans","32517","","25544","","23229","","18333","","16870","","15804","","14666","","22777","","44592","","42778","","49273","","46590","","45622","","49759","","44956","","47427",""
"Taiwan Province of China","Import","Fish","84256","","68754","","77551","","78223","","69290","","70546","","62986","","77655","","115956","","148996","","159752","","160241","","177035","","154317","","161765","","169382",""
"Tajikistan","Import","Crustaceans","0",".","0",".","0","0","0","0","0","0","4","F","6","F","2","F","5","F","7","F","16","F","15","F","6","F","5","F","4","F","14","F"
"Tajikistan","Import","Fish","75","F","189","F","344","F","576","F","568","F","500","F","1139","F","1108","F","1414","F","1012","F","941","F","1670","F","1866","F","1712","F","2175","F","1855","F"
"Thailand","Export","Crustaceans","269759","","275811","","229898","","254021","","259351","","304147","","366130","","376491","","375146","","402260","","441147","","405898","","361394","","220766","","175697","","179340",""
"Thailand","Export","Fish","752920","","838377","","885382","","1023426","","1000520","","1092188","","1153738","","1197463","","1217032","","1171639","","1187153","","1167410","","1225595","","1147571","","1194308","","1105444",""
"Thailand","Import","Crustaceans","28603","","35443","","42745","","40225","","35907","","36402","","30978","","26057","","29095","","25756","","26648","","34959","","31649","","30104","","30528","","33942",""
"Thailand","Import","Fish","601743","","737435","","860776","","958328","","1116726","","1304910","","1336473","","1298110","","1417375","","1449270","","1446704","","1509539","","1496811","","1462148","","1397654","","1338007",""
"Timor-Leste","Export","Crustaceans","0",".","0",".","0",".","0",".","0","0","0","-","24","F","10","F","27","F","29","F","24","F","26","F","25","F","25","F","15","F","15","F"
"Timor-Leste","Export","Fish","0",".","0",".","0",".","0",".","0",".","1","","0","-","0","-","0","-","0","-","0","-","0","0","2","F","12","","0","-","21","F"
"Timor-Leste","Import","Crustaceans","0",".","0",".","0",".","0",".","2","","0","0","0","-","2","F","1","F","43","F","87","F","63","F","42","F","21","F","47","F","12","F"
"Timor-Leste","Import","Fish","0",".","0",".","0",".","0",".","96","","98","","105","F","137","F","209","F","527","F","1153","F","1729","F","2252","F","2250","F","2801","F","2653","F"
"Turkey","Export","Crustaceans","3885","","3850","","4840","","5148","","4946","","4583","","3320","","2963","","2656","","1880","","1853","","1684","","1278","","1199","","1206","","1427",""
"Turkey","Export","Fish","25292","","17746","","21016","","22715","","28027","","34531","","36305","","42249","","49889","","50266","","50849","","62855","","71188","","93082","","107951","","113548",""
"Turkey","Import","Crustaceans","120","","14","","79","","151","","426","","948","","731","","819","","1025","","892","","1670","","1808","","1407","","1282","","2315","","1913",""
"Turkey","Import","Fish","42345","","12056","","20235","","40028","","55385","","44186","","50969","","56446","","58679","","69425","","75516","","59959","","59225","","61669","","70458","","103098",""
"Turkmenistan","Export","Crustaceans","1","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Turkmenistan","Export","Fish","2222","F","790","F","592","F","114","F","520","F","142","F","94","F","71","F","78","F","0","0","0","-","0","-","0","-","0","-","0","-","0","-"
"Turkmenistan","Import","Crustaceans","1","F","0","-","0","-","1","F","0","-","0","0","1","F","0","-","8","F","1","F","1","F","2","F","2","F","8","F","48","F","15","F"
"Turkmenistan","Import","Fish","20","F","119","F","139","F","367","F","395","F","659","F","527","F","632","F","917","F","1080","F","2118","F","1530","F","2363","F","2257","F","2391","F","2603","F"
"United Arab Emirates","Export","Crustaceans","490","F","600","F","2006","","1899","","2128","F","6557","","7645","F","6525","","5436","","5109","","5438","","8724","F","6375","","5791","","7013","","7532",""
"United Arab Emirates","Export","Fish","12599","F","16692","F","2631","","4922","","6551","F","8717","","12297","F","6437","","7480","","10746","","13621","","17865","F","7546","","11304","","9265","","9927",""
"United Arab Emirates","Import","Crustaceans","13020","F","16460","F","15685","","12135","","11089","F","8066","","11290","F","19762","","19733","","21816","","23458","","23716","F","32130","","32966","","43111","","36477",""
"United Arab Emirates","Import","Fish","27802","F","33655","F","33751","","58137","","50960","F","40990","","44018","F","62831","","79109","","108797","","131528","","99248","F","133583","","171461","","173914","","188892",""
"Uzbekistan","Export","Fish","0","-","65","F","124","F","48","F","48","F","613","F","621","F","1081","F","819","F","663","F","1119","F","613","F","107","F","18","F","21","F","10","F"
"Uzbekistan","Import","Crustaceans","1","F","1","F","25","F","0","-","1","F","2","F","0","-","2","F","21","F","1","F","14","F","17","F","17","F","32","F","32","F","26","F"
"Uzbekistan","Import","Fish","453","F","992","F","881","F","922","F","1575","F","2002","F","1415","F","2109","F","3833","F","1524","F","3526","F","5205","F","6501","F","6607","F","7928","F","7077","F"
"Viet Nam","Export","Crustaceans","87770","","150943","","205575","","215873","","216837","","241106","","251302","","254770","","254147","","251244","","332929","","374375","","266319","F","369407","","467079","F","370663","F"
"Viet Nam","Export","Fish","143094","","179271","","237076","","196643","","237978","","278514","F","455686","F","455221","F","614080","F","436985","F","629029","F","728324","F","857604","F","876308","","914401","F","934163","F"
"Viet Nam","Import","Crustaceans","3430","F","4170","","9533","","10808","","15175","","11349","","9306","","9205","","13051","","9163","","10087","","24998","","20421","F","29022","","57769","F","52492","F"
"Viet Nam","Import","Fish","1474","F","2739","","5800","","15659","","24782","","48252","","64922","","88854","","95708","","80967","","112962","","166042","","176656","F","161166","","186340","F","205067","F"
"Yemen","Export","Crustaceans","784","","778","","1160","","1306","","3328","","2694","","5032","","859","","1027","","936","","765","","556","","1122","","1167","","1365","F","878",""
"Yemen","Export","Fish","18698","","37019","","50067","","53050","","45266","","65213","","77101","","88600","","97621","","84019","","101021","","102562","","95793","","93116","","75374","F","47141",""
"Yemen","Import","Crustaceans","0","-","0","-","3","F","52","F","22","","66","","31","","457","","41","","50","","14","","29","","83","","41","","42","","53",""
"Yemen","Import","Fish","3725","","3867","F","3096","","4282","","3563","","6079","","9773","","8239","","11249","","9568","","14751","","13065","","18053","","15208","","13665","","10406",""
"Albania","Export","Crustaceans","10","","59","","6","","8","","1","","0","-","10","","3","","0","-","122","","70","","107","","88","","14","","91","F","189",""
"Albania","Export","Fish","1534","","1795","","1971","F","2561","","2693","","511","","547","","300","","360","","3156","","3528","","3031","","3929","","4881","","4575","","5749",""
"Albania","Import","Crustaceans","9","","5","","5","","8","","5","","33","","151","","146","","202","","180","","315","","482","","432","","407","","595","F","635",""
"Albania","Import","Fish","4498","","5377","","6720","","7352","","7807","","7740","","7946","","7944","","8509","","9156","","7972","","8640","","7439","","8101","","8014","F","9990",""
"Andorra","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","1","F","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0"
"Andorra","Export","Fish","0","-","0","-","0","-","0","-","0","-","8","F","0","-","0","-","0","-","2","","0","-","2","","1","","0","-","0","-","5","F"
"Andorra","Import","Crustaceans","332","","251","","200","","190","","182","","173","F","181","","194","","239","","206","","194","","185","","171","","161","","171","","378","F"
"Andorra","Import","Fish","1722","","1870","","1927","","1890","","2022","","2080","F","2020","","1996","","1686","","1607","","1626","","1668","","1649","","1671","","1673","","1584","F"
"Austria","Export","Crustaceans","11","","19","","8","","20","","15","","16","","186","","250","","344","","328","","246","","603","","795","","695","","430","","472",""
"Austria","Export","Fish","4311","","3062","","5673","","8240","","10740","","4158","","2821","","3964","","4749","","5445","","6674","","8401","","10083","","10029","","8981","","8787",""
"Austria","Import","Crustaceans","1767","","1988","","1747","","2196","","3393","","4464","","3801","","4160","","4102","","5101","","4963","","4887","","5130","","4814","","5345","","5594",""
"Austria","Import","Fish","39814","","44228","","44874","","50707","","55150","","54011","","53492","","61022","","58835","","55833","","56676","","62169","","64231","","67072","","65798","","65420",""
"Belarus","Export","Crustaceans","522","","188","","166","","301","","254","","376","","339","","338","","287","","751","","1176","","1876","","2163","","1813","","1633","","1483",""
"Belarus","Export","Fish","13475","","10873","","9461","","13818","","17036","","20912","","28132","","33863","","38229","","22120","","24988","","30525","","36246","","49596","","57816","","54642",""
"Belarus","Import","Crustaceans","1637","","616","","648","","937","","1149","","1472","","1319","","1570","","1719","","2115","","3306","","3687","","3630","","3933","","3549","","2058",""
"Belarus","Import","Fish","84179","","109113","","122330","","119605","","127768","","131849","","132597","","138024","","147239","","136158","","130910","","115490","","130596","","153123","","165338","","156394",""
"Belgium","Export","Crustaceans","25085","","26579","","31115","","41583","","45665","","50430","","60880","","62740","","65817","","56486","","56768","","61614","","50231","","48743","","47086","","43418",""
"Belgium","Export","Fish","61262","","75119","","73841","","84568","","86087","","83886","","90379","","82996","","87734","","78778","","80807","","73537","","72052","","74608","","81322","","87561",""
"Belgium","Import","Crustaceans","39965","","39868","","46761","","61680","","64652","","69668","","80857","","83687","","87091","","72444","","75543","","83064","","67983","","61641","","64644","","57351",""
"Belgium","Import","Fish","139166","","148293","","146200","","163373","","166367","","165149","","172489","","167494","","178871","","165483","","168544","","165379","","163273","","166697","","181640","","179707",""
"Bosnia and Herzegovina","Export","Crustaceans","16","F","10","F","0","-","0","0","3","","5","","5","","2","","2","","0","-","0","0","0","0","1","","2","","3","","2",""
"Bosnia and Herzegovina","Export","Fish","60","F","35","F","155","F","468","","2313","","2375","","2795","","2488","","2776","","3033","","3146","","2981","","2332","","1976","","1673","","2105",""
"Bosnia and Herzegovina","Import","Crustaceans","46","F","42","F","169","F","19","","43","","52","","40","","45","","64","","46","","42","","42","","43","","40","","55","","67",""
"Bosnia and Herzegovina","Import","Fish","4479","F","5972","F","6360","F","8149","","12406","","13206","","11027","","11361","","11728","","11378","","10869","","9746","","9241","","9543","","10623","","10309",""
"Bulgaria","Export","Crustaceans","0","-","0","-","0","0","0","0","0","0","1","","0","0","28","","4","","11","","143","","1058","","1293","","1047","","1194","","1414",""
"Bulgaria","Export","Fish","1783","","2054","","2916","","2985","","2979","","1800","","2175","","2499","","3228","","4184","","6398","","5366","","6028","","6748","","5390","","6184",""
"Bulgaria","Import","Crustaceans","74","","64","","47","","112","","119","","172","","225","","315","","461","","418","","415","","494","","435","","1032","","1740","","2499",""
"Bulgaria","Import","Fish","16554","","18244","","17451","","22830","","23221","","24219","","29198","","22122","","29266","","28980","","27666","","26177","","26780","","28436","","27373","","29178",""
"Croatia","Export","Crustaceans","138","","123","","147","","149","","185","","160","","170","","150","","153","","124","","119","","110","","123","","162","","257","","282",""
"Croatia","Export","Fish","17117","","20148","","20959","","21524","","21971","","22719","","27792","","28969","","27570","","30901","","32407","","36980","","31118","","32239","","44289","","49485",""
"Croatia","Import","Crustaceans","363","","492","","463","","578","","626","","673","","720","","926","","1067","","892","","1150","","1113","","1435","","1194","","1312","","1435",""
"Croatia","Import","Fish","20877","","35866","","49591","","50578","","31329","","46080","","43408","","37628","","43631","","34645","","31548","","27220","","22703","","20202","","19247","","22274",""
"Czechia","Export","Crustaceans","35","","59","","32","","51","","26","","37","","40","","102","","58","","84","","74","","96","","165","","355","","298","","150",""
"Czechia","Export","Fish","12130","","13312","","12787","","13374","","14780","","16916","","18801","","19646","","18549","","21523","","23205","","24221","","24663","","24269","","26342","","28196",""
"Czechia","Import","Crustaceans","277","","318","","349","","456","","444","","492","","511","","740","","795","","926","","844","","1011","","1204","","1577","","2409","","2036",""
"Czechia","Import","Fish","49473","","49342","","47427","","49194","","54739","","57518","","56431","","60166","","62863","","60766","","59579","","57780","","55986","","56604","","59397","","62569",""
"Denmark","Export","Crustaceans","108531","","101313","","116350","","126947","","164205","","173056","","178423","","148301","","136458","","127694","","126480","","106894","","103671","","108059","","103413","","89902",""
"Denmark","Export","Fish","637646","","650058","","649867","","662694","","661030","","572849","","550500","","549724","","585764","","596224","","593963","","553339","","588827","","651031","","676476","","678250",""
"Denmark","Import","Crustaceans","99965","","99130","","111644","","122891","","143353","","154888","","162764","","137534","","120639","","112614","","107576","","99923","","96233","","97985","","96809","","84819",""
"Denmark","Import","Fish","578474","","580996","","569124","","586158","","572902","","546761","","537693","","531771","","533654","","554290","","526485","","508371","","490286","","552690","","546460","","572690",""
"Estonia","Export","Crustaceans","9812","","1571","","1735","","2834","","2382","","3489","","7258","","9302","","9291","","7993","","15527","","12894","","10299","","6987","","5037","","4421",""
"Estonia","Export","Fish","86655","","153377","","137614","","121656","","93981","","123390","","110943","","104266","","113022","","111809","","114965","","105848","","110503","","103665","","98934","","93380",""
"Estonia","Import","Crustaceans","641","","662","","945","","1889","","1926","","2710","","4395","","7256","","4891","","3739","","5057","","4314","","2420","","2586","","2848","","1773",""
"Estonia","Import","Fish","50429","","60684","","55435","","52442","","34958","","34674","","31046","","38225","","47966","","36051","","33119","","37642","","57412","","55453","","51605","","42974",""
"Faroe Islands","Export","Crustaceans","9216","","14515","","10808","","9871","","5954","","4690","","5188","","6842","","9230","","8597","","6914","","6178","","5479","","2997","","4772","","4236",""
"Faroe Islands","Export","Fish","149818","","195159","","210749","","192765","","162454","","172224","","167338","","207937","","195085","","236238","","259319","","280249","","286859","","311955","","312230","","319717",""
"Faroe Islands","Import","Crustaceans","94","","255","","267","F","32","F","1538","","27","","67","","71","","45","","41","","49","F","51","F","45","F","42","F","40","F","270","F"
"Faroe Islands","Import","Fish","6767","","3456","","5775","F","1765","F","3075","","4215","","2241","","1453","","1955","","826","","1292","F","1416","F","6943","F","8255","F","10862","F","20161","F"
"Finland","Export","Crustaceans","27","","14","","29","","32","","37","","8","","15","","7","","4","","22","","37","","204","","7","","18","","13","","6",""
"Finland","Export","Fish","15851","","15770","","13528","","10359","","18789","","24636","","26130","","37998","","41647","","41916","","42963","","47415","","53123","","52890","","55877","","46283",""
"Finland","Import","Crustaceans","2593","","2973","","2639","","2859","","2922","","2835","","3139","","3500","","3319","","3500","","4101","","4109","","4135","","3823","","3462","","3036",""
"Finland","Import","Fish","33228","","38630","","40150","","46105","","52755","","47015","","52393","","61249","","61329","","61723","","64678","","72229","","73242","","72276","","73909","","69958",""
"France","Export","Crustaceans","16833","","16919","","14588","","19782","","21655","","23378","","22632","","23953","","19823","","18855","","20720","","16822","","17211","","18190","","18299","","18653",""
"France","Export","Fish","332238","","303427","","275985","","340487","","374640","","288301","","282566","","261631","","293192","","225498","","207341","","199544","","232969","","216691","","188570","","206038",""
"France","Import","Crustaceans","104052","","111858","","119147","","131915","","140925","","139788","","140350","","142710","","139884","","144655","","152046","","143950","","143489","","138733","","138051","","138074",""
"France","Import","Fish","631373","","679123","","679278","","688189","","728864","","736996","","745955","","730988","","731542","","747165","","757451","","766235","","751651","","763382","","755692","","758046",""
"Germany","Export","Crustaceans","19660","","12789","","16674","","20105","","22374","","19683","","23948","","25958","","21102","","20629","","25437","","29652","","29234","","29189","","27642","","27409",""
"Germany","Export","Fish","387165","","426217","","433098","","410514","","459957","","460729","","476489","","609588","","623013","","536188","","623057","","579577","","621491","","662234","","690688","","698517",""
"Germany","Import","Crustaceans","33784","","34332","","29214","","33324","","36874","","43560","","47208","","57479","","55899","","62870","","68501","","67212","","65980","","59731","","63245","","59296",""
"Germany","Import","Fish","700552","","727511","","716161","","708348","","702242","","742415","","775840","","797007","","816553","","786247","","810232","","860237","","833014","","815619","","866836","","850488",""
"Greece","Export","Crustaceans","509","","681","","755","","738","","2705","","1842","","3406","","2510","","1620","","2495","","2137","","2434","","1614","","2476","","2671","","3289",""
"Greece","Export","Fish","57284","","61048","","53442","","65650","","68402","","69073","","84895","","111048","","99575","","106194","","117585","","100752","","110396","","108821","","96368","","97038",""
"Greece","Import","Crustaceans","3111","","4222","","4340","","4819","","5261","","5115","","6140","","7392","","6807","","7932","","7827","","7067","","6625","","6644","","6907","","6436",""
"Greece","Import","Fish","68318","","64449","","52842","","58466","","63935","","63924","","68369","","72209","","71203","","66158","","67076","","60588","","57546","","54625","","60744","","56818",""
"Hungary","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","3","","0","-","0","-","0","-","0","0","4","","8","","14","","33","","17","","23",""
"Hungary","Export","Fish","3274","","3055","","2226","","2539","","1716","","4162","","1046","","852","","502","","514","","2127","","3624","","3648","","3899","","4470","","6391",""
"Hungary","Import","Crustaceans","153","","178","","174","","217","","142","","166","","183","","163","","270","","333","","365","","452","","547","","492","","481","","477",""
"Hungary","Import","Fish","13860","","14485","","15735","","16798","","15805","","18915","","15959","","14557","","17671","","16350","","17449","","17897","","16437","","17499","","19542","","22036",""
"Iceland","Export","Crustaceans","24900","","28260","","31899","","32200","","31292","","23434","","20742","","16372","","29705","","24745","","16339","","13693","","11413","","10165","","10581","","10510",""
"Iceland","Export","Fish","291409","","310407","","337200","","355163","","429650","","453442","","442061","","411182","","432772","","416948","","464392","","484944","","528384","","562256","","497004","","409810",""
"Iceland","Import","Crustaceans","34780","","37563","","41813","","43227","","53270","","46101","","38425","","35963","","30839","","24886","","29968","","22492","","14941","","11464","","15318","","24498",""
"Iceland","Import","Fish","7845","","6160","","10091","","8580","","5282","","15004","","9803","","12452","","17909","","8245","","17137","","16580","","9718","","9281","","34271","","41143",""
"Ireland","Export","Crustaceans","12350","","13413","","14269","","14394","","13611","","13083","","12653","","16608","","13155","","12488","","13443","","13289","","15421","","13849","","16605","","17070",""
"Ireland","Export","Fish","162282","","238391","","246271","","199306","","186047","","131333","","97661","","113872","","127225","","136851","","180781","","138304","","244302","","203872","","224499","","212755",""
"Ireland","Import","Crustaceans","6099","","5937","","3904","","3893","","4851","","5724","","5464","","6979","","5117","","6906","","8614","","7495","","7204","","7010","","7858","","7980",""
"Ireland","Import","Fish","18247","","28367","","59206","","22607","","20264","","23353","","26533","","32295","","29198","","40589","","64846","","41184","","95916","","63182","","58865","","58690",""
"Italy","Export","Crustaceans","4352","","4105","","4991","","3530","","3795","","3901","","4491","","3997","","3989","","4035","","4710","","4515","","4106","","4286","","3818","","3724",""
"Italy","Export","Fish","91943","","84371","","84556","","80885","","87107","","94245","","102842","","97072","","90627","","93995","","91557","","82793","","78489","","85965","","90553","","97567",""
"Italy","Import","Crustaceans","68923","","78126","","69906","","77411","","81221","","87078","","97941","","100596","","93662","","95874","","101542","","101877","","90206","","89153","","96107","","94551",""
"Italy","Import","Fish","431315","","458071","","464906","","491978","","505386","","519616","","533903","","542402","","535893","","550377","","561883","","573963","","557518","","563107","","599726","","613830",""
"Latvia","Export","Crustaceans","9","","3","","5","","67","","228","","207","","440","","477","","357","","85","","223","","395","","596","","532","","603","","631",""
"Latvia","Export","Fish","91873","","124366","","115932","","105299","","104204","","106247","","112441","","112367","","120255","","100836","","106822","","104181","","113605","","120705","","106981","","95269",""
"Latvia","Import","Crustaceans","158","","251","","290","","509","","793","","729","","1251","","1546","","1249","","608","","892","","1216","","1709","","2217","","1644","","1696",""
"Latvia","Import","Fish","30790","","38838","","33977","","29583","","25211","","30135","","35142","","42290","","51743","","43455","","49336","","60007","","60424","","65364","","72063","","62698",""
"Lithuania","Export","Crustaceans","2","","28","","65","","54","","117","","201","","184","","404","","316","","240","","292","","287","","297","","358","","394","","532",""
"Lithuania","Export","Fish","28964","","56028","","63410","","78592","","72230","","92400","","86813","","100217","","91044","","102700","","89027","","90743","","91680","","102401","","114455","","111189",""
"Lithuania","Import","Crustaceans","162","","242","","503","","530","","523","","1361","","766","","1247","","1245","","821","","903","","889","","949","","1090","","1240","","1394",""
"Lithuania","Import","Fish","59331","","78408","","71115","","74713","","72190","","90363","","79931","","90563","","95461","","98657","","102849","","99427","","108509","","120548","","136571","","129317",""
"Luxembourg","Export","Crustaceans","1139","","1272","","574","","477","","561","","284","","74","","289","","282","","211","","274","","240","","189","","163","","191","","150",""
"Luxembourg","Export","Fish","4886","","2903","","2402","","2029","","1461","","1137","","773","","468","","751","","1027","","1406","","1252","","1056","","1034","","1001","","1142",""
"Luxembourg","Import","Crustaceans","1999","","1972","","1060","","2130","","1505","","1150","","1152","","1298","","1246","","1313","","1707","","1740","","1833","","1614","","1616","","1580",""
"Luxembourg","Import","Fish","9743","","7684","","7367","","6287","","6113","","5805","","5815","","5650","","5730","","6025","","6816","","7182","","7983","","7912","","8286","","12748",""
"Macedonia, Fmr Yug Rp of","Export","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2","","3","","8","","7","","8","","6",""
"Macedonia, Fmr Yug Rp of","Export","Fish","41","","23","","9","","59","","59","","61","","28","","195","","296","","378","","300","","291","","117","","127","","151","","113",""
"Macedonia, Fmr Yug Rp of","Import","Crustaceans","23","","19","","17","","16","","17","","29","","28","","28","","53","","36","","33","","35","","31","","26","","44","","37",""
"Macedonia, Fmr Yug Rp of","Import","Fish","4921","","4620","","6129","","5953","","6865","","5909","","7299","","7752","","7174","","6951","","6560","","7120","","6242","","6598","","7504","","8047",""
"Malta","Export","Crustaceans","0","-","0","0","5","","8","","0","0","1","","0","-","6","","19","","0","-","1","","0","-","1","","1","","0","0","1",""
"Malta","Export","Fish","1992","","2267","","3145","","3306","","1470","","1376","","4353","","3160","","4609","","2423","","7290","","4442","","5999","","8371","","8487","","11104",""
"Malta","Import","Crustaceans","332","","325","","360","","1204","","362","","803","","409","","342","","276","","334","","287","","263","","300","","297","","298","","283",""
"Malta","Import","Fish","5119","","13731","","11794","","21105","","22665","","11956","","10024","","21631","","21575","","16810","","7411","","11674","","18734","","22670","","24534","","28441",""
"Moldova, Republic of","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0","0","0","-","0","-","0","-","0","-","0","-","4","","0","-","0","-","0","-"
"Moldova, Republic of","Export","Fish","3","","19","","114","","0","-","0","-","12","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Moldova, Republic of","Import","Crustaceans","7","","9","","20","","30","","61","","94","","135","","178","","258","","192","","264","","322","","339","","230","","255","","184",""
"Moldova, Republic of","Import","Fish","12597","","20009","","19295","","19263","","24341","","28549","","27119","","26070","","33679","","27794","","26963","","24897","","26051","","28698","","27742","","22318",""
"Montenegro","Export","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","7","","0","-","4","","5","","0","0","0","0","0","0","0","-","0","-","0","-"
"Montenegro","Export","Fish","0",".","0",".","0",".","0",".","0",".","0",".","267","","236","","31","","236","","118","","31","","2","","2","","9","","1",""
"Montenegro","Import","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","68","","105","","114","","105","","108","","137","","148","","160","","146","","163",""
"Montenegro","Import","Fish","0",".","0",".","0",".","0",".","0",".","0",".","1986","","2587","","2395","","2545","","2507","","2411","","2252","","2533","","2405","","2564",""
"Netherlands","Export","Crustaceans","61826","","57488","","62025","","72618","","75798","","81355","","84101","","88591","","80804","","98377","","98874","","100505","","87377","","70086","","80472","","85505",""
"Netherlands","Export","Fish","545276","","587869","","630742","","711154","","844680","","905132","","792928","","762286","","669438","","613811","","687119","","618264","","711251","","704249","","903758","","893194",""
"Netherlands","Import","Crustaceans","43996","","46737","","53606","","81764","","57148","","60056","","60285","","62432","","72630","","87568","","84998","","84119","","79031","","67180","","87075","","82438",""
"Netherlands","Import","Fish","472942","","479252","","487651","","537815","","522265","","632767","","652650","","688323","","591964","","676503","","777613","","685007","","767331","","706527","","779698","","700996",""
"Norway","Export","Crustaceans","44687","","36133","","34458","","33504","","32218","","36746","","32614","","19917","","26962","","18510","","18813","","17938","","13299","","23749","","30965","","33804",""
"Norway","Export","Fish","1769324","","1689923","","1687569","","1671594","","1590320","","1634014","","1611695","","1866600","","2017941","","2334702","","2441416","","2255818","","2373215","","2300316","","2476603","","2356433",""
"Norway","Import","Crustaceans","29387","","20493","","20638","","15869","","28528","","21298","","13979","","22999","","20809","","20349","","21184","","20841","","21394","","21082","","19072","","19520",""
"Norway","Import","Fish","379505","","344638","","285949","","177275","","176348","","120819","","134949","","156223","","147773","","196966","","142680","","178394","","183327","","158249","","221227","","201101",""
"Poland","Export","Crustaceans","14426","","9189","","9552","","7284","","7643","","6031","","7698","","7724","","2634","","7105","","6415","","4607","","2004","","2137","","2148","","1703",""
"Poland","Export","Fish","135024","","154421","","147062","","147462","","169244","","176356","","181648","","197627","","209205","","238556","","291041","","312616","","273263","","285609","","283801","","301615",""
"Poland","Import","Crustaceans","4596","","4009","","4158","","5132","","7087","","5978","","6788","","6829","","6218","","6125","","7313","","6613","","7255","","7442","","8113","","8448",""
"Poland","Import","Fish","266751","","253039","","215338","","228793","","282191","","288182","","325130","","350638","","387836","","393659","","435099","","428735","","438688","","470554","","499711","","498029",""
"Portugal","Export","Crustaceans","5417","","4351","","3445","","3617","","2656","","4289","","3894","","5080","","7667","","7564","","8046","","9839","","12881","","10436","","11555","","13638",""
"Portugal","Export","Fish","79075","","78436","","82597","","87183","","102670","","98155","","112276","","118732","","112796","","106476","","127353","","140546","","172622","","194074","","199328","","198746",""
"Portugal","Import","Crustaceans","14743","","16868","","17966","","18562","","20015","","23168","","24206","","25657","","26912","","31353","","33767","","29913","","32001","","27845","","34277","","33850",""
